id,batch_id,folder,model,prompt_type,category,source,difficulty,scenario_type,scenario,question,option_A,option_B,option_C,option_D,correct_answer,explanation,generated_by,passage,status,notes
wg2_5.4.1.1_chatgpt_q1,cat5_batch3,wg2_5.4.1.1,chatgpt,standard,Impacts and Vulnerabilities,IPCC AR6 WG2 Chapter 5 Section 5.4.1.1,easy,,,"What has been a benefit of warmer temperatures for agriculture in high latitudes, according to AR5?",Expansion of growing areas pole-ward,Increased drought resistance in crops,Higher yields of all major crops,Elimination of pests affecting crops,A,The source states that warmer temperatures have benefited agriculture in high latitudes through pole-ward expansion of growing areas and reduction of cold stress.,gpt-4o-2024-11-20,"AR5 Chapter 7 (Porter et al., 2014) stated with confidence that warmer temperatures have benefited agriculture in the high latitudes, and more evidence has been published to support this statement. Typical examples include pole-ward expansion of growing areas and reduction of cold stress in East Asia and North America (Table SM5.1).

Recent warming trends have generally shortened the life cycle of major crops (high confidence) (Zhang et al., 2014; Shen and Liu, 2015; Ahmed et al., 2018; Liu et al., 2018c; Tan et al., 2021). Some studies, however, observed prolonged crop growth duration despite the warming trends (Mueller et al., 2015; Tao et al., 2016; Butler et al., 2018; Zhu et al., 2018b) because of shifts in planting dates and/or adoption of longer-duration cultivars in mid-to-high latitudes. Conversely, in mid-to-low latitudes in Asia, a review study found that farmers favoured early maturing cultivars to reduce risks of damages due to drought, flood and/or heat (Shaffril et al., 2018), suggesting that region-specific adaptations are already occurring in different parts of the world (high confidence).

Global yields of major crops per unit land area have increased 2.5- to 3-fold since 1960. Plant breeding, fertilisation, irrigation and integrated pest management have been the major drivers, but many studies have found significant impacts from recent climate trends on crop yield (high confidence) (Figure 5.3; see Section 5.2.1 for the change attributable to anthropogenic climate change).

Climate impacts for the past 20–50 years differ by crops and regions. Positive effects have been identified for rice and wheat in Eastern Asia, and for wheat in Northern Europe. The effects are mostly negative in Sub-Saharan Africa, South America and Caribbean, Southern Asia, and Western and Southern Europe. Climate factors that affected long-term yield trends also differ between regions. For example, in Western Africa, 1°C warming above preindustrial climate has increased heat and rainfall extremes, and reduced yields by 10–20% for millet and 5–15% for sorghum (Sultan et al., 2019). In Australia, declined rainfall and increased temperatures reduced yield potential of wheat by 27%, accounting for the low yield growth between 1990 and 2015 (Hochman et al., 2017). In Southern Europe, climate warming has negatively impacted yields of almost all major crops, leading to recent yield stagnation (Moore and Lobell, 2015; Agnolucci and De Lipsis, 2020; Brás et al., 2021).

Ortiz-Bobea et al. (2021) analysed agricultural total factor productivity (TFP), defined as the ratio of all agricultural outputs to all agricultural inputs, and found that, while TFP has increased between 1961 and 2015, the climate change trends reduced global TFP growth by a cumulative 21% over a 55-year period relative to TFP growth under counterfactual non-climate change conditions. Greater effects (30–33%) were observed in Africa, Latin America and the Caribbean (Figure 5.3).",reject,
wg2_5.4.1.1_chatgpt_q2,cat5_batch3,wg2_5.4.1.1,chatgpt,standard,Impacts and Vulnerabilities,IPCC AR6 WG2 Chapter 5 Section 5.4.1.1,medium,,,Why has the life cycle of major crops generally shortened due to recent warming trends?,Farmers have adopted longer-duration cultivars,Warming accelerates crop growth processes,Precipitation trends have shifted planting dates,Climate change has eliminated cold stress,B,The source notes with high confidence that recent warming trends have generally shortened the life cycle of major crops due to the warming itself.,gpt-4o-2024-11-20,"AR5 Chapter 7 (Porter et al., 2014) stated with confidence that warmer temperatures have benefited agriculture in the high latitudes, and more evidence has been published to support this statement. Typical examples include pole-ward expansion of growing areas and reduction of cold stress in East Asia and North America (Table SM5.1).

Recent warming trends have generally shortened the life cycle of major crops (high confidence) (Zhang et al., 2014; Shen and Liu, 2015; Ahmed et al., 2018; Liu et al., 2018c; Tan et al., 2021). Some studies, however, observed prolonged crop growth duration despite the warming trends (Mueller et al., 2015; Tao et al., 2016; Butler et al., 2018; Zhu et al., 2018b) because of shifts in planting dates and/or adoption of longer-duration cultivars in mid-to-high latitudes. Conversely, in mid-to-low latitudes in Asia, a review study found that farmers favoured early maturing cultivars to reduce risks of damages due to drought, flood and/or heat (Shaffril et al., 2018), suggesting that region-specific adaptations are already occurring in different parts of the world (high confidence).

Global yields of major crops per unit land area have increased 2.5- to 3-fold since 1960. Plant breeding, fertilisation, irrigation and integrated pest management have been the major drivers, but many studies have found significant impacts from recent climate trends on crop yield (high confidence) (Figure 5.3; see Section 5.2.1 for the change attributable to anthropogenic climate change).

Climate impacts for the past 20–50 years differ by crops and regions. Positive effects have been identified for rice and wheat in Eastern Asia, and for wheat in Northern Europe. The effects are mostly negative in Sub-Saharan Africa, South America and Caribbean, Southern Asia, and Western and Southern Europe. Climate factors that affected long-term yield trends also differ between regions. For example, in Western Africa, 1°C warming above preindustrial climate has increased heat and rainfall extremes, and reduced yields by 10–20% for millet and 5–15% for sorghum (Sultan et al., 2019). In Australia, declined rainfall and increased temperatures reduced yield potential of wheat by 27%, accounting for the low yield growth between 1990 and 2015 (Hochman et al., 2017). In Southern Europe, climate warming has negatively impacted yields of almost all major crops, leading to recent yield stagnation (Moore and Lobell, 2015; Agnolucci and De Lipsis, 2020; Brás et al., 2021).

Ortiz-Bobea et al. (2021) analysed agricultural total factor productivity (TFP), defined as the ratio of all agricultural outputs to all agricultural inputs, and found that, while TFP has increased between 1961 and 2015, the climate change trends reduced global TFP growth by a cumulative 21% over a 55-year period relative to TFP growth under counterfactual non-climate change conditions. Greater effects (30–33%) were observed in Africa, Latin America and the Caribbean (Figure 5.3).",reject,
wg2_5.4.1.1_chatgpt_q3,cat5_batch3,wg2_5.4.1.1,chatgpt,standard,Impacts and Vulnerabilities,IPCC AR6 WG2 Chapter 5 Section 5.4.1.1,medium,,,What adaptation strategy have mid-to-high latitude farmers adopted to prolong crop growth duration despite warming trends?,Switching to early maturing cultivars,Reducing dependence on irrigation,Using longer-duration cultivars and shifting planting dates,Increasing the use of pesticides to combat heat stress,C,The source mentions that farmers in mid-to-high latitudes have adopted longer-duration cultivars and shifted planting dates to prolong crop growth duration.,gpt-4o-2024-11-20,"AR5 Chapter 7 (Porter et al., 2014) stated with confidence that warmer temperatures have benefited agriculture in the high latitudes, and more evidence has been published to support this statement. Typical examples include pole-ward expansion of growing areas and reduction of cold stress in East Asia and North America (Table SM5.1).

Recent warming trends have generally shortened the life cycle of major crops (high confidence) (Zhang et al., 2014; Shen and Liu, 2015; Ahmed et al., 2018; Liu et al., 2018c; Tan et al., 2021). Some studies, however, observed prolonged crop growth duration despite the warming trends (Mueller et al., 2015; Tao et al., 2016; Butler et al., 2018; Zhu et al., 2018b) because of shifts in planting dates and/or adoption of longer-duration cultivars in mid-to-high latitudes. Conversely, in mid-to-low latitudes in Asia, a review study found that farmers favoured early maturing cultivars to reduce risks of damages due to drought, flood and/or heat (Shaffril et al., 2018), suggesting that region-specific adaptations are already occurring in different parts of the world (high confidence).

Global yields of major crops per unit land area have increased 2.5- to 3-fold since 1960. Plant breeding, fertilisation, irrigation and integrated pest management have been the major drivers, but many studies have found significant impacts from recent climate trends on crop yield (high confidence) (Figure 5.3; see Section 5.2.1 for the change attributable to anthropogenic climate change).

Climate impacts for the past 20–50 years differ by crops and regions. Positive effects have been identified for rice and wheat in Eastern Asia, and for wheat in Northern Europe. The effects are mostly negative in Sub-Saharan Africa, South America and Caribbean, Southern Asia, and Western and Southern Europe. Climate factors that affected long-term yield trends also differ between regions. For example, in Western Africa, 1°C warming above preindustrial climate has increased heat and rainfall extremes, and reduced yields by 10–20% for millet and 5–15% for sorghum (Sultan et al., 2019). In Australia, declined rainfall and increased temperatures reduced yield potential of wheat by 27%, accounting for the low yield growth between 1990 and 2015 (Hochman et al., 2017). In Southern Europe, climate warming has negatively impacted yields of almost all major crops, leading to recent yield stagnation (Moore and Lobell, 2015; Agnolucci and De Lipsis, 2020; Brás et al., 2021).

Ortiz-Bobea et al. (2021) analysed agricultural total factor productivity (TFP), defined as the ratio of all agricultural outputs to all agricultural inputs, and found that, while TFP has increased between 1961 and 2015, the climate change trends reduced global TFP growth by a cumulative 21% over a 55-year period relative to TFP growth under counterfactual non-climate change conditions. Greater effects (30–33%) were observed in Africa, Latin America and the Caribbean (Figure 5.3).",reject,
wg2_5.4.1.1_chatgpt_q4,cat5_batch3,wg2_5.4.1.1,chatgpt,standard,Impacts and Vulnerabilities,IPCC AR6 WG2 Chapter 5 Section 5.4.1.1,easy,,,How has climate warming affected agricultural yields in Southern Europe?,Increased yields of wheat and rice,Caused yield stagnation for almost all major crops,Improved pest resistance in key crops,Increased water availability for irrigation,B,"The source states that climate warming has negatively impacted yields of almost all major crops in Southern Europe, causing yield stagnation.",gpt-4o-2024-11-20,"AR5 Chapter 7 (Porter et al., 2014) stated with confidence that warmer temperatures have benefited agriculture in the high latitudes, and more evidence has been published to support this statement. Typical examples include pole-ward expansion of growing areas and reduction of cold stress in East Asia and North America (Table SM5.1).

Recent warming trends have generally shortened the life cycle of major crops (high confidence) (Zhang et al., 2014; Shen and Liu, 2015; Ahmed et al., 2018; Liu et al., 2018c; Tan et al., 2021). Some studies, however, observed prolonged crop growth duration despite the warming trends (Mueller et al., 2015; Tao et al., 2016; Butler et al., 2018; Zhu et al., 2018b) because of shifts in planting dates and/or adoption of longer-duration cultivars in mid-to-high latitudes. Conversely, in mid-to-low latitudes in Asia, a review study found that farmers favoured early maturing cultivars to reduce risks of damages due to drought, flood and/or heat (Shaffril et al., 2018), suggesting that region-specific adaptations are already occurring in different parts of the world (high confidence).

Global yields of major crops per unit land area have increased 2.5- to 3-fold since 1960. Plant breeding, fertilisation, irrigation and integrated pest management have been the major drivers, but many studies have found significant impacts from recent climate trends on crop yield (high confidence) (Figure 5.3; see Section 5.2.1 for the change attributable to anthropogenic climate change).

Climate impacts for the past 20–50 years differ by crops and regions. Positive effects have been identified for rice and wheat in Eastern Asia, and for wheat in Northern Europe. The effects are mostly negative in Sub-Saharan Africa, South America and Caribbean, Southern Asia, and Western and Southern Europe. Climate factors that affected long-term yield trends also differ between regions. For example, in Western Africa, 1°C warming above preindustrial climate has increased heat and rainfall extremes, and reduced yields by 10–20% for millet and 5–15% for sorghum (Sultan et al., 2019). In Australia, declined rainfall and increased temperatures reduced yield potential of wheat by 27%, accounting for the low yield growth between 1990 and 2015 (Hochman et al., 2017). In Southern Europe, climate warming has negatively impacted yields of almost all major crops, leading to recent yield stagnation (Moore and Lobell, 2015; Agnolucci and De Lipsis, 2020; Brás et al., 2021).

Ortiz-Bobea et al. (2021) analysed agricultural total factor productivity (TFP), defined as the ratio of all agricultural outputs to all agricultural inputs, and found that, while TFP has increased between 1961 and 2015, the climate change trends reduced global TFP growth by a cumulative 21% over a 55-year period relative to TFP growth under counterfactual non-climate change conditions. Greater effects (30–33%) were observed in Africa, Latin America and the Caribbean (Figure 5.3).",reject,
wg2_5.4.1.1_chatgpt_q5,cat5_batch3,wg2_5.4.1.1,chatgpt,standard,Impacts and Vulnerabilities,IPCC AR6 WG2 Chapter 5 Section 5.4.1.1,hard,,,What cumulative impact has climate change had on global agricultural total factor productivity (TFP) growth between 1961 and 2015?,Increased TFP growth by 21%,Reduced TFP growth by 21%,Reduced TFP growth by 33% globally,No significant impact on TFP growth,B,The source explains that climate change trends reduced global TFP growth by a cumulative 21% over a 55-year period.,gpt-4o-2024-11-20,"AR5 Chapter 7 (Porter et al., 2014) stated with confidence that warmer temperatures have benefited agriculture in the high latitudes, and more evidence has been published to support this statement. Typical examples include pole-ward expansion of growing areas and reduction of cold stress in East Asia and North America (Table SM5.1).

Recent warming trends have generally shortened the life cycle of major crops (high confidence) (Zhang et al., 2014; Shen and Liu, 2015; Ahmed et al., 2018; Liu et al., 2018c; Tan et al., 2021). Some studies, however, observed prolonged crop growth duration despite the warming trends (Mueller et al., 2015; Tao et al., 2016; Butler et al., 2018; Zhu et al., 2018b) because of shifts in planting dates and/or adoption of longer-duration cultivars in mid-to-high latitudes. Conversely, in mid-to-low latitudes in Asia, a review study found that farmers favoured early maturing cultivars to reduce risks of damages due to drought, flood and/or heat (Shaffril et al., 2018), suggesting that region-specific adaptations are already occurring in different parts of the world (high confidence).

Global yields of major crops per unit land area have increased 2.5- to 3-fold since 1960. Plant breeding, fertilisation, irrigation and integrated pest management have been the major drivers, but many studies have found significant impacts from recent climate trends on crop yield (high confidence) (Figure 5.3; see Section 5.2.1 for the change attributable to anthropogenic climate change).

Climate impacts for the past 20–50 years differ by crops and regions. Positive effects have been identified for rice and wheat in Eastern Asia, and for wheat in Northern Europe. The effects are mostly negative in Sub-Saharan Africa, South America and Caribbean, Southern Asia, and Western and Southern Europe. Climate factors that affected long-term yield trends also differ between regions. For example, in Western Africa, 1°C warming above preindustrial climate has increased heat and rainfall extremes, and reduced yields by 10–20% for millet and 5–15% for sorghum (Sultan et al., 2019). In Australia, declined rainfall and increased temperatures reduced yield potential of wheat by 27%, accounting for the low yield growth between 1990 and 2015 (Hochman et al., 2017). In Southern Europe, climate warming has negatively impacted yields of almost all major crops, leading to recent yield stagnation (Moore and Lobell, 2015; Agnolucci and De Lipsis, 2020; Brás et al., 2021).

Ortiz-Bobea et al. (2021) analysed agricultural total factor productivity (TFP), defined as the ratio of all agricultural outputs to all agricultural inputs, and found that, while TFP has increased between 1961 and 2015, the climate change trends reduced global TFP growth by a cumulative 21% over a 55-year period relative to TFP growth under counterfactual non-climate change conditions. Greater effects (30–33%) were observed in Africa, Latin America and the Caribbean (Figure 5.3).",accept,
wg2_5.4.1.1_gemini_q1,cat5_batch3,wg2_5.4.1.1,gemini,standard,Impacts and Vulnerabilities,IPCC AR6 WG2 Chapter 5 Section 5.4.1.1,easy,,,"Which of the following regions experienced positive effects on crop yields due to climate impacts in the past 20–50 years, according to the passage?",Sub-Saharan Africa,Southern Asia,Eastern Asia,Western and Southern Europe,C,"The passage states, 'Positive effects have been identified for rice and wheat in Eastern Asia, and for wheat in Northern Europe.'",gemini-2.5-flash,"AR5 Chapter 7 (Porter et al., 2014) stated with confidence that warmer temperatures have benefited agriculture in the high latitudes, and more evidence has been published to support this statement. Typical examples include pole-ward expansion of growing areas and reduction of cold stress in East Asia and North America (Table SM5.1).

Recent warming trends have generally shortened the life cycle of major crops (high confidence) (Zhang et al., 2014; Shen and Liu, 2015; Ahmed et al., 2018; Liu et al., 2018c; Tan et al., 2021). Some studies, however, observed prolonged crop growth duration despite the warming trends (Mueller et al., 2015; Tao et al., 2016; Butler et al., 2018; Zhu et al., 2018b) because of shifts in planting dates and/or adoption of longer-duration cultivars in mid-to-high latitudes. Conversely, in mid-to-low latitudes in Asia, a review study found that farmers favoured early maturing cultivars to reduce risks of damages due to drought, flood and/or heat (Shaffril et al., 2018), suggesting that region-specific adaptations are already occurring in different parts of the world (high confidence).

Global yields of major crops per unit land area have increased 2.5- to 3-fold since 1960. Plant breeding, fertilisation, irrigation and integrated pest management have been the major drivers, but many studies have found significant impacts from recent climate trends on crop yield (high confidence) (Figure 5.3; see Section 5.2.1 for the change attributable to anthropogenic climate change).

Climate impacts for the past 20–50 years differ by crops and regions. Positive effects have been identified for rice and wheat in Eastern Asia, and for wheat in Northern Europe. The effects are mostly negative in Sub-Saharan Africa, South America and Caribbean, Southern Asia, and Western and Southern Europe. Climate factors that affected long-term yield trends also differ between regions. For example, in Western Africa, 1°C warming above preindustrial climate has increased heat and rainfall extremes, and reduced yields by 10–20% for millet and 5–15% for sorghum (Sultan et al., 2019). In Australia, declined rainfall and increased temperatures reduced yield potential of wheat by 27%, accounting for the low yield growth between 1990 and 2015 (Hochman et al., 2017). In Southern Europe, climate warming has negatively impacted yields of almost all major crops, leading to recent yield stagnation (Moore and Lobell, 2015; Agnolucci and De Lipsis, 2020; Brás et al., 2021).

Ortiz-Bobea et al. (2021) analysed agricultural total factor productivity (TFP), defined as the ratio of all agricultural outputs to all agricultural inputs, and found that, while TFP has increased between 1961 and 2015, the climate change trends reduced global TFP growth by a cumulative 21% over a 55-year period relative to TFP growth under counterfactual non-climate change conditions. Greater effects (30–33%) were observed in Africa, Latin America and the Caribbean (Figure 5.3).",reject,
wg2_5.4.1.1_gemini_q2,cat5_batch3,wg2_5.4.1.1,gemini,standard,Impacts and Vulnerabilities,IPCC AR6 WG2 Chapter 5 Section 5.4.1.1,medium,,,"While recent warming trends have generally shortened the life cycle of major crops, what specific agricultural adaptation has been observed in mid-to-high latitudes that can prolong crop growth duration?","Farmers favouring early maturing cultivars to reduce risks of drought, flood, or heat.",Increased application of integrated pest management techniques.,Shifts in planting dates and/or adoption of longer-duration cultivars.,Expansion of growing areas into lower latitudes.,C,"The passage notes, 'Some studies, however, observed prolonged crop growth duration despite the warming trends... because of shifts in planting dates and/or adoption of longer-duration cultivars in mid-to-high latitudes.'",gemini-2.5-flash,"AR5 Chapter 7 (Porter et al., 2014) stated with confidence that warmer temperatures have benefited agriculture in the high latitudes, and more evidence has been published to support this statement. Typical examples include pole-ward expansion of growing areas and reduction of cold stress in East Asia and North America (Table SM5.1).

Recent warming trends have generally shortened the life cycle of major crops (high confidence) (Zhang et al., 2014; Shen and Liu, 2015; Ahmed et al., 2018; Liu et al., 2018c; Tan et al., 2021). Some studies, however, observed prolonged crop growth duration despite the warming trends (Mueller et al., 2015; Tao et al., 2016; Butler et al., 2018; Zhu et al., 2018b) because of shifts in planting dates and/or adoption of longer-duration cultivars in mid-to-high latitudes. Conversely, in mid-to-low latitudes in Asia, a review study found that farmers favoured early maturing cultivars to reduce risks of damages due to drought, flood and/or heat (Shaffril et al., 2018), suggesting that region-specific adaptations are already occurring in different parts of the world (high confidence).

Global yields of major crops per unit land area have increased 2.5- to 3-fold since 1960. Plant breeding, fertilisation, irrigation and integrated pest management have been the major drivers, but many studies have found significant impacts from recent climate trends on crop yield (high confidence) (Figure 5.3; see Section 5.2.1 for the change attributable to anthropogenic climate change).

Climate impacts for the past 20–50 years differ by crops and regions. Positive effects have been identified for rice and wheat in Eastern Asia, and for wheat in Northern Europe. The effects are mostly negative in Sub-Saharan Africa, South America and Caribbean, Southern Asia, and Western and Southern Europe. Climate factors that affected long-term yield trends also differ between regions. For example, in Western Africa, 1°C warming above preindustrial climate has increased heat and rainfall extremes, and reduced yields by 10–20% for millet and 5–15% for sorghum (Sultan et al., 2019). In Australia, declined rainfall and increased temperatures reduced yield potential of wheat by 27%, accounting for the low yield growth between 1990 and 2015 (Hochman et al., 2017). In Southern Europe, climate warming has negatively impacted yields of almost all major crops, leading to recent yield stagnation (Moore and Lobell, 2015; Agnolucci and De Lipsis, 2020; Brás et al., 2021).

Ortiz-Bobea et al. (2021) analysed agricultural total factor productivity (TFP), defined as the ratio of all agricultural outputs to all agricultural inputs, and found that, while TFP has increased between 1961 and 2015, the climate change trends reduced global TFP growth by a cumulative 21% over a 55-year period relative to TFP growth under counterfactual non-climate change conditions. Greater effects (30–33%) were observed in Africa, Latin America and the Caribbean (Figure 5.3).",reject,
wg2_5.4.1.1_gemini_q3,cat5_batch3,wg2_5.4.1.1,gemini,standard,Impacts and Vulnerabilities,IPCC AR6 WG2 Chapter 5 Section 5.4.1.1,hard,,,"Total factor productivity (TFP) in agriculture is defined as the ratio of all agricultural outputs to all agricultural inputs. According to Ortiz-Bobea et al. (2021), what was the cumulative reduction in *global* TFP growth due to climate change trends over a 55-year period relative to non-climate change conditions?",10–20%,21%,30–33%,2.5- to 3-fold,B,"The passage states, 'climate change trends reduced global TFP growth by a cumulative 21% over a 55-year period relative to TFP growth under counterfactual non-climate change conditions.'",gemini-2.5-flash,"AR5 Chapter 7 (Porter et al., 2014) stated with confidence that warmer temperatures have benefited agriculture in the high latitudes, and more evidence has been published to support this statement. Typical examples include pole-ward expansion of growing areas and reduction of cold stress in East Asia and North America (Table SM5.1).

Recent warming trends have generally shortened the life cycle of major crops (high confidence) (Zhang et al., 2014; Shen and Liu, 2015; Ahmed et al., 2018; Liu et al., 2018c; Tan et al., 2021). Some studies, however, observed prolonged crop growth duration despite the warming trends (Mueller et al., 2015; Tao et al., 2016; Butler et al., 2018; Zhu et al., 2018b) because of shifts in planting dates and/or adoption of longer-duration cultivars in mid-to-high latitudes. Conversely, in mid-to-low latitudes in Asia, a review study found that farmers favoured early maturing cultivars to reduce risks of damages due to drought, flood and/or heat (Shaffril et al., 2018), suggesting that region-specific adaptations are already occurring in different parts of the world (high confidence).

Global yields of major crops per unit land area have increased 2.5- to 3-fold since 1960. Plant breeding, fertilisation, irrigation and integrated pest management have been the major drivers, but many studies have found significant impacts from recent climate trends on crop yield (high confidence) (Figure 5.3; see Section 5.2.1 for the change attributable to anthropogenic climate change).

Climate impacts for the past 20–50 years differ by crops and regions. Positive effects have been identified for rice and wheat in Eastern Asia, and for wheat in Northern Europe. The effects are mostly negative in Sub-Saharan Africa, South America and Caribbean, Southern Asia, and Western and Southern Europe. Climate factors that affected long-term yield trends also differ between regions. For example, in Western Africa, 1°C warming above preindustrial climate has increased heat and rainfall extremes, and reduced yields by 10–20% for millet and 5–15% for sorghum (Sultan et al., 2019). In Australia, declined rainfall and increased temperatures reduced yield potential of wheat by 27%, accounting for the low yield growth between 1990 and 2015 (Hochman et al., 2017). In Southern Europe, climate warming has negatively impacted yields of almost all major crops, leading to recent yield stagnation (Moore and Lobell, 2015; Agnolucci and De Lipsis, 2020; Brás et al., 2021).

Ortiz-Bobea et al. (2021) analysed agricultural total factor productivity (TFP), defined as the ratio of all agricultural outputs to all agricultural inputs, and found that, while TFP has increased between 1961 and 2015, the climate change trends reduced global TFP growth by a cumulative 21% over a 55-year period relative to TFP growth under counterfactual non-climate change conditions. Greater effects (30–33%) were observed in Africa, Latin America and the Caribbean (Figure 5.3).",reject,
wg2_5.4.1.1_gemini_q4,cat5_batch3,wg2_5.4.1.1,gemini,standard,Impacts and Vulnerabilities,IPCC AR6 WG2 Chapter 5 Section 5.4.1.1,easy,,,Which of the following has *not* been identified as a major driver of the 2.5- to 3-fold increase in global yields of major crops per unit land area since 1960?,Plant breeding,Fertilisation,Decreased temperatures,Integrated pest management,C,"The passage lists 'Plant breeding, fertilisation, irrigation and integrated pest management' as the major drivers, not decreased temperatures.",gemini-2.5-flash,"AR5 Chapter 7 (Porter et al., 2014) stated with confidence that warmer temperatures have benefited agriculture in the high latitudes, and more evidence has been published to support this statement. Typical examples include pole-ward expansion of growing areas and reduction of cold stress in East Asia and North America (Table SM5.1).

Recent warming trends have generally shortened the life cycle of major crops (high confidence) (Zhang et al., 2014; Shen and Liu, 2015; Ahmed et al., 2018; Liu et al., 2018c; Tan et al., 2021). Some studies, however, observed prolonged crop growth duration despite the warming trends (Mueller et al., 2015; Tao et al., 2016; Butler et al., 2018; Zhu et al., 2018b) because of shifts in planting dates and/or adoption of longer-duration cultivars in mid-to-high latitudes. Conversely, in mid-to-low latitudes in Asia, a review study found that farmers favoured early maturing cultivars to reduce risks of damages due to drought, flood and/or heat (Shaffril et al., 2018), suggesting that region-specific adaptations are already occurring in different parts of the world (high confidence).

Global yields of major crops per unit land area have increased 2.5- to 3-fold since 1960. Plant breeding, fertilisation, irrigation and integrated pest management have been the major drivers, but many studies have found significant impacts from recent climate trends on crop yield (high confidence) (Figure 5.3; see Section 5.2.1 for the change attributable to anthropogenic climate change).

Climate impacts for the past 20–50 years differ by crops and regions. Positive effects have been identified for rice and wheat in Eastern Asia, and for wheat in Northern Europe. The effects are mostly negative in Sub-Saharan Africa, South America and Caribbean, Southern Asia, and Western and Southern Europe. Climate factors that affected long-term yield trends also differ between regions. For example, in Western Africa, 1°C warming above preindustrial climate has increased heat and rainfall extremes, and reduced yields by 10–20% for millet and 5–15% for sorghum (Sultan et al., 2019). In Australia, declined rainfall and increased temperatures reduced yield potential of wheat by 27%, accounting for the low yield growth between 1990 and 2015 (Hochman et al., 2017). In Southern Europe, climate warming has negatively impacted yields of almost all major crops, leading to recent yield stagnation (Moore and Lobell, 2015; Agnolucci and De Lipsis, 2020; Brás et al., 2021).

Ortiz-Bobea et al. (2021) analysed agricultural total factor productivity (TFP), defined as the ratio of all agricultural outputs to all agricultural inputs, and found that, while TFP has increased between 1961 and 2015, the climate change trends reduced global TFP growth by a cumulative 21% over a 55-year period relative to TFP growth under counterfactual non-climate change conditions. Greater effects (30–33%) were observed in Africa, Latin America and the Caribbean (Figure 5.3).",reject,
wg2_5.4.1.1_gemini_q5,cat5_batch3,wg2_5.4.1.1,gemini,standard,Impacts and Vulnerabilities,IPCC AR6 WG2 Chapter 5 Section 5.4.1.1,medium,,,"In Australia, what specific climate factors were identified as contributing to a 27% reduction in wheat yield potential between 1990 and 2015?",Increased heat and rainfall extremes,Climate warming leading to yield stagnation,Declined rainfall and increased temperatures,Farmers favouring early maturing cultivars,C,"The passage states, 'In Australia, declined rainfall and increased temperatures reduced yield potential of wheat by 27%, accounting for the low yield growth between 1990 and 2015.'",gemini-2.5-flash,"AR5 Chapter 7 (Porter et al., 2014) stated with confidence that warmer temperatures have benefited agriculture in the high latitudes, and more evidence has been published to support this statement. Typical examples include pole-ward expansion of growing areas and reduction of cold stress in East Asia and North America (Table SM5.1).

Recent warming trends have generally shortened the life cycle of major crops (high confidence) (Zhang et al., 2014; Shen and Liu, 2015; Ahmed et al., 2018; Liu et al., 2018c; Tan et al., 2021). Some studies, however, observed prolonged crop growth duration despite the warming trends (Mueller et al., 2015; Tao et al., 2016; Butler et al., 2018; Zhu et al., 2018b) because of shifts in planting dates and/or adoption of longer-duration cultivars in mid-to-high latitudes. Conversely, in mid-to-low latitudes in Asia, a review study found that farmers favoured early maturing cultivars to reduce risks of damages due to drought, flood and/or heat (Shaffril et al., 2018), suggesting that region-specific adaptations are already occurring in different parts of the world (high confidence).

Global yields of major crops per unit land area have increased 2.5- to 3-fold since 1960. Plant breeding, fertilisation, irrigation and integrated pest management have been the major drivers, but many studies have found significant impacts from recent climate trends on crop yield (high confidence) (Figure 5.3; see Section 5.2.1 for the change attributable to anthropogenic climate change).

Climate impacts for the past 20–50 years differ by crops and regions. Positive effects have been identified for rice and wheat in Eastern Asia, and for wheat in Northern Europe. The effects are mostly negative in Sub-Saharan Africa, South America and Caribbean, Southern Asia, and Western and Southern Europe. Climate factors that affected long-term yield trends also differ between regions. For example, in Western Africa, 1°C warming above preindustrial climate has increased heat and rainfall extremes, and reduced yields by 10–20% for millet and 5–15% for sorghum (Sultan et al., 2019). In Australia, declined rainfall and increased temperatures reduced yield potential of wheat by 27%, accounting for the low yield growth between 1990 and 2015 (Hochman et al., 2017). In Southern Europe, climate warming has negatively impacted yields of almost all major crops, leading to recent yield stagnation (Moore and Lobell, 2015; Agnolucci and De Lipsis, 2020; Brás et al., 2021).

Ortiz-Bobea et al. (2021) analysed agricultural total factor productivity (TFP), defined as the ratio of all agricultural outputs to all agricultural inputs, and found that, while TFP has increased between 1961 and 2015, the climate change trends reduced global TFP growth by a cumulative 21% over a 55-year period relative to TFP growth under counterfactual non-climate change conditions. Greater effects (30–33%) were observed in Africa, Latin America and the Caribbean (Figure 5.3).",reject,
